   1 	     9.4510 
   2 	    18.8574 
   3 	    28.2975 
   4 	    37.6325 
   5 	    47.0623 
   6 	    56.3970 
   7 	    65.7774 
   8 	    75.2149 
   9 	    84.6743 
  10 	    94.0822 
  11 	   103.3827 
  12 	   112.8249 
  13 	   122.1311 
  14 	   131.6033 
  15 	   140.9593 
  16 	   150.3533 
  17 	   159.7957 
  18 	   169.0970 
  19 	   178.4669 
  20 	   187.9758 
  21 	   197.3633 
  22 	   206.7629 
  23 	   216.0611 
  24 	   225.5572 
