   1 	     9.3394 
   2 	    18.7955 
   3 	    28.1206 
   4 	    37.4757 
   5 	    46.6092 
   6 	    56.1527 
   7 	    65.5388 
   8 	    74.8062 
   9 	    84.0355 
  10 	    93.4305 
  11 	   102.8211 
  12 	   112.1627 
  13 	   121.5473 
  14 	   130.9594 
  15 	   140.2585 
  16 	   149.7031 
  17 	   159.0674 
  18 	   168.4063 
  19 	   177.6729 
  20 	   186.9182 
  21 	   196.3279 
  22 	   205.8889 
  23 	   215.2693 
  24 	   224.6580 
  25 	   234.0012 
